"sport","sport_id","disipline","disipline_id","event","event_id","event_updated_date","medals__medal","medals__medal_id","medals__team_id","medals__team","medals__team_short","medals__player_id","medals__player","medals__awarded_date","event_type"
"Athletics",18,"Athletics",3,"Men's 50 kilometres race walk",68,"8/19/2016","Gold",1,211,"Slovakia","SVK","null","Matej Tóth","8/19/2016","Individual"
"Athletics",18,"Athletics",3,"Men's 50 kilometres race walk",68,"8/19/2016","Silver",2,1,"Australia","AUS","null","Jared Tallent","8/19/2016","Individual"
"Athletics",18,"Athletics",3,"Men's 50 kilometres race walk",68,"8/19/2016","Bronze",3,128,"Japan","JPN","null","Hirooki Arai","8/19/2016","Individual"
"Weightlifting",50,"Weightlifting",56,"Men's Lightweight-69 kg",793,08/09/16,"Gold",1,63,"China","CHN","null","Shi Zhiyong",08/09/16,"Individual"
"Weightlifting",50,"Weightlifting",56,"Men's Lightweight-69 kg",793,08/09/16,"Silver",2,236,"Turkey","TUR","null","Daniyar Ismayilov",08/09/16,"Individual"
"Weightlifting",50,"Weightlifting",56,"Men's Lightweight-69 kg",793,08/09/16,"Bronze",3,66,"Colombia","COL","null","Luis Javier Mosquera Lozano",08/09/16,"Individual"
"Football",2,"Football",19,"Women's Football",206,"8/19/2016","Gold",1,102,"Germany","GER","null","null","8/19/2016","Team"
"Football",2,"Football",19,"Women's Football",206,"8/19/2016","Silver",2,224,"Sweden","SWE","null","null","8/19/2016","Team"
"Football",2,"Football",19,"Women's Football",206,"8/19/2016","Bronze",3,12,"Canada","CAN","null","null","8/19/2016","Team"
"Hockey",9,"Field hockey",17,"Women's Field hockey",200,"8/19/2016","Gold",1,274,"Great Britain","GBR","null","null","8/19/2016","Team"
"Hockey",9,"Field hockey",17,"Women's Field hockey",200,"8/19/2016","Silver",2,15,"Netherlands","NED","null","null","8/19/2016","Team"
"Hockey",9,"Field hockey",17,"Women's Field hockey",200,"8/19/2016","Bronze",3,102,"Germany","GER","null","null","8/19/2016","Team"
"Wrestling",51,"Freestyle",20,"Men's Bantamweight-57 kg",808,"8/19/2016","Gold",1,101,"Georgia","GEO","null","Vladimer Khinchegashvili","8/19/2016","Individual"
"Wrestling",51,"Freestyle",20,"Men's Bantamweight-57 kg",808,"8/19/2016","Silver",2,128,"Japan","JPN","null","Rei Higuchi","8/19/2016","Individual"
"Wrestling",51,"Freestyle",20,"Men's Bantamweight-57 kg",808,"8/19/2016","Bronze",3,122,"Iran","IRI","null","Hassan Rahimi","8/19/2016","Individual"
"Wrestling",51,"Freestyle",20,"Men's Bantamweight-57 kg",808,"8/19/2016","Bronze",3,35,"Azerbaijan","AZE","null","Haji Aliyev","8/19/2016","Individual"
"Aquatics",16,"Water polo",55,"Women's Water polo",558,"8/19/2016","Gold",1,20,"United States","USA","null","null","8/19/2016","Team"
"Aquatics",16,"Water polo",55,"Women's Water polo",558,"8/19/2016","Silver",2,125,"Italy","ITA","null","null","8/19/2016","Team"
"Aquatics",16,"Water polo",55,"Women's Water polo",558,"8/19/2016","Bronze",3,278,"Russia","RUS","null","null","8/19/2016","Team"
"Boxing",22,"Boxing",10,"Women's Lightweight-60 kg",738,"8/19/2016","Gold",1,93,"France","FRA","null","Estelle Mossely","8/19/2016","Individual"
"Boxing",22,"Boxing",10,"Women's Lightweight-60 kg",738,"8/19/2016","Silver",2,63,"China","CHN","null","Yin Junhua","8/19/2016","Individual"
"Boxing",22,"Boxing",10,"Women's Lightweight-60 kg",738,"8/19/2016","Bronze",3,278,"Russia","RUS","null","Anastasia Belyakova","8/19/2016","Individual"
"Boxing",22,"Boxing",10,"Women's Lightweight-60 kg",738,"8/19/2016","Bronze",3,92,"Finland","FIN","null","Mira Potkonen","8/19/2016","Individual"
"Athletics",18,"Athletics",3,"Women's 20 kilometres race walk",121,"8/19/2016","Gold",1,63,"China","CHN","null","Liu Hong","8/19/2016","Individual"
"Athletics",18,"Athletics",3,"Women's 20 kilometres race walk",121,"8/19/2016","Silver",2,158,"Mexico","MEX","null","Maria Guadalupe Gonzalez","8/19/2016","Individual"
"Athletics",18,"Athletics",3,"Women's 20 kilometres race walk",121,"8/19/2016","Bronze",3,63,"China","CHN","null","Lu Xiuzhi","8/19/2016","Individual"
"Cycling",25,"BMX",9,"Women's BMX",147,"8/19/2016","Gold",1,66,"Colombia","COL","null","Mariana Pajon","8/19/2016","Individual"
"Cycling",25,"BMX",9,"Women's BMX",147,"8/19/2016","Silver",2,20,"United States","USA","null","Alise Post","8/19/2016","Individual"
"Cycling",25,"BMX",9,"Women's BMX",147,"8/19/2016","Bronze",3,249,"Venezuela","VEN","null","Stefany Hernandez","8/19/2016","Individual"
"Equestrian",26,"Jumping",27,"Individual jumping",256,"8/19/2016","Gold",1,274,"Great Britain","GBR","null","Nick Skelton","8/19/2016","Individual"
"Equestrian",26,"Jumping",27,"Individual jumping",256,"8/19/2016","Silver",2,224,"Sweden","SWE","null","Peder Fredricson","8/19/2016","Individual"
"Equestrian",26,"Jumping",27,"Individual jumping",256,"8/19/2016","Bronze",3,12,"Canada","CAN","null","Eric Lamaze","8/19/2016","Individual"
"Badminton",6,"Badminton",4,"Men's doubles",136,"8/19/2016","Gold",1,63,"China","CHN","null","Fu Haifeng/Zhang Nan","8/19/2016","Team"
"Badminton",6,"Badminton",4,"Men's doubles",136,"8/19/2016","Silver",2,149,"Malaysia","MAS","null","Goh V Shem/Tan Wee Kiong","8/19/2016","Team"
"Badminton",6,"Badminton",4,"Men's doubles",136,"8/19/2016","Bronze",3,274,"Great Britain","GBR","null","Marcus Ellis/Chris Langridge","8/19/2016","Team"
"Aquatics",16,"Synchronized swimming",44,"Women's team",488,"8/19/2016","Gold",1,278,"Russia","RUS","null","null","8/19/2016","Team"
"Aquatics",16,"Synchronized swimming",44,"Women's team",488,"8/19/2016","Silver",2,63,"China","CHN","null","null","8/19/2016","Team"
"Aquatics",16,"Synchronized swimming",44,"Women's team",488,"8/19/2016","Bronze",3,128,"Japan","JPN","null","null","8/19/2016","Team"
"Badminton",6,"Badminton",4,"Women's singles",137,"8/19/2016","Gold",1,216,"Spain","ESP","null","Carolina Marin","8/19/2016","Individual"
"Badminton",6,"Badminton",4,"Women's singles",137,"8/19/2016","Silver",2,4,"India","IND","null","P. V. Sindhu","8/19/2016","Individual"
"Badminton",6,"Badminton",4,"Women's singles",137,"8/19/2016","Bronze",3,128,"Japan","JPN","null","Nozomi Okuhara","8/19/2016","Individual"
"Volleyball",48,"Beach volleyball",8,"Men's Beach volleyball",144,"8/18/2016","Gold",1,48,"Brazil","BRA","null","Alison Cerutti / Bruno Schmidt","8/18/2016","Team"
"Volleyball",48,"Beach volleyball",8,"Men's Beach volleyball",144,"8/18/2016","Silver",2,125,"Italy","ITA","null","Daniele Lupo / Paolo Nicolai","8/18/2016","Team"
"Volleyball",48,"Beach volleyball",8,"Men's Beach volleyball",144,"8/18/2016","Bronze",3,15,"Netherlands","NED","null","Robert Meeuwsen / Alexander Brouwer","8/18/2016","Team"
"Sailing",41,"Sailing",38,"Women's 470",356,"8/18/2016","Gold",1,274,"Great Britain","GBR","null","Hannah Mills/Saskia Clark","8/18/2016","Team"
"Sailing",41,"Sailing",38,"Women's 470",356,"8/18/2016","Silver",2,5,"New Zealand","NZL","null","Jo Aleh/Olivia Powrie","8/18/2016","Team"
"Sailing",41,"Sailing",38,"Women's 470",356,"8/18/2016","Bronze",3,93,"France","FRA","null","Camille Lecointre/Hélène Defrance","8/18/2016","Team"
"Taekwondo",45,"Taekwondo",46,"Men's Featherweight",648,"8/18/2016","Gold",1,129,"Jordan","JOR","null","Ahmad Abughaush","8/18/2016","Individual"
"Taekwondo",45,"Taekwondo",46,"Men's Featherweight",648,"8/18/2016","Silver",2,278,"Russia","RUS","null","Alexey Denisenko","8/18/2016","Individual"
"Taekwondo",45,"Taekwondo",46,"Men's Featherweight",648,"8/18/2016","Bronze",3,281,"Republic of Korea","KOR","null","Lee Daehoon","8/18/2016","Individual"
"Taekwondo",45,"Taekwondo",46,"Men's Featherweight",648,"8/18/2016","Bronze",3,216,"Spain","ESP","null","Joel Gonzalez","8/18/2016","Individual"
"Athletics",18,"Athletics",3,"Men's 200 metres",55,"8/18/2016","Gold",1,127,"Jamaica","JAM","null","Usain Bolt","8/18/2016","Individual"
"Athletics",18,"Athletics",3,"Men's 200 metres",55,"8/18/2016","Silver",2,12,"Canada","CAN","null","Andre De Grasse","8/18/2016","Individual"
"Athletics",18,"Athletics",3,"Men's 200 metres",55,"8/18/2016","Bronze",3,93,"France","FRA","null","Christophe Lemaitre","8/18/2016","Individual"
"Athletics",18,"Athletics",3,"Women's Javelin throw",129,"8/18/2016","Gold",1,72,"Croatia","CRO","null","Sara Kolak","8/18/2016","Individual"
"Athletics",18,"Athletics",3,"Women's Javelin throw",129,"8/18/2016","Silver",2,7,"South Africa","RSA","null","Sunette Viljoen","8/18/2016","Individual"
"Athletics",18,"Athletics",3,"Women's Javelin throw",129,"8/18/2016","Bronze",3,75,"Czech Republic","CZE","null","Barbora Spotakova","8/18/2016","Individual"
"Taekwondo",45,"Taekwondo",46,"Women's Featherweight",650,"8/18/2016","Gold",1,274,"Great Britain","GBR","null","Jade Jones","8/18/2016","Individual"
"Taekwondo",45,"Taekwondo",46,"Women's Featherweight",650,"8/18/2016","Silver",2,216,"Spain","ESP","null","Eva Calvo Gomez","8/18/2016","Individual"
"Taekwondo",45,"Taekwondo",46,"Women's Featherweight",650,"8/18/2016","Bronze",3,122,"Iran","IRI","null","Kimia Alizadeh Zenoorin","8/18/2016","Individual"
"Taekwondo",45,"Taekwondo",46,"Women's Featherweight",650,"8/18/2016","Bronze",3,83,"Egypt","EGY","null","Hedaya Wahba","8/18/2016","Individual"
"Athletics",18,"Athletics",3,"Women's 400 metres hurdles",117,"8/18/2016","Gold",1,20,"United States","USA","null","Dalilah Muhammad","8/18/2016","Individual"
"Athletics",18,"Athletics",3,"Women's 400 metres hurdles",117,"8/18/2016","Silver",2,76,"Denmark","DEN","null","Sara Petersen","8/18/2016","Individual"
"Athletics",18,"Athletics",3,"Women's 400 metres hurdles",117,"8/18/2016","Bronze",3,20,"United States","USA","null","Ashley Spencer","8/18/2016","Individual"
"Athletics",18,"Athletics",3,"Men's Decathlon",77,"8/18/2016","Gold",1,20,"United States","USA","null","Ashton Eaton","8/18/2016","Individual"
"Athletics",18,"Athletics",3,"Men's Decathlon",77,"8/18/2016","Silver",2,93,"France","FRA","null","Kevin Mayer","8/18/2016","Individual"
"Athletics",18,"Athletics",3,"Men's Decathlon",77,"8/18/2016","Bronze",3,12,"Canada","CAN","null","Damian Warner","8/18/2016","Individual"
"Athletics",18,"Athletics",3,"Men's Shot put",73,"8/18/2016","Gold",1,20,"United States","USA","null","Ryan Crouser","8/18/2016","Individual"
"Athletics",18,"Athletics",3,"Men's Shot put",73,"8/18/2016","Silver",2,20,"United States","USA","null","Joe Kovacs","8/18/2016","Individual"
"Athletics",18,"Athletics",3,"Men's Shot put",73,"8/18/2016","Bronze",3,5,"New Zealand","NZL","null","Tomas Walsh","8/18/2016","Individual"
"Wrestling",51,"Freestyle",20,"Women's Heavyweight-75 kg",915,"8/18/2016","Gold",1,12,"Canada","CAN","null","Erica Wiebe","8/18/2016","Individual"
"Wrestling",51,"Freestyle",20,"Women's Heavyweight-75 kg",915,"8/18/2016","Silver",2,130,"Kazakhstan","KAZ","null","Guzel Manyurova","8/18/2016","Individual"
"Wrestling",51,"Freestyle",20,"Women's Heavyweight-75 kg",915,"8/18/2016","Bronze",3,278,"Russia","RUS","null","Ekaterina Bukina","8/18/2016","Individual"
"Wrestling",51,"Freestyle",20,"Women's Heavyweight-75 kg",915,"8/18/2016","Bronze",3,63,"China","CHN","null","Zhang Fengliu","8/18/2016","Individual"
"Wrestling",51,"Freestyle",20,"Women's Welterweight-63 kg",913,"8/18/2016","Gold",1,128,"Japan","JPN","null","Risako Kawai","8/18/2016","Individual"
"Wrestling",51,"Freestyle",20,"Women's Welterweight-63 kg",913,"8/18/2016","Silver",2,39,"Belarus","BLR","null","Maria Mamashuk","8/18/2016","Individual"
"Wrestling",51,"Freestyle",20,"Women's Welterweight-63 kg",913,"8/18/2016","Bronze",3,189,"Poland","POL","null","Monika Michalik","8/18/2016","Individual"
"Wrestling",51,"Freestyle",20,"Women's Welterweight-63 kg",913,"8/18/2016","Bronze",3,130,"Kazakhstan","KAZ","null","Yekaterina Larionova","8/18/2016","Individual"
"Hockey",9,"Field hockey",17,"Men's Field hockey",199,"8/18/2016","Gold",1,22,"Argentina","ARG","null","null","8/18/2016","Team"
"Hockey",9,"Field hockey",17,"Men's Field hockey",199,"8/18/2016","Silver",2,40,"Belgium","BEL","null","null","8/18/2016","Team"
"Hockey",9,"Field hockey",17,"Men's Field hockey",199,"8/18/2016","Bronze",3,102,"Germany","GER","null","null","8/18/2016","Team"
"Wrestling",51,"Freestyle",20,"Women's Bantamweight-53 kg",911,"8/18/2016","Gold",1,20,"United States","USA","null","Helen Maroulis","8/18/2016","Individual"
"Wrestling",51,"Freestyle",20,"Women's Bantamweight-53 kg",911,"8/18/2016","Silver",2,128,"Japan","JPN","null","Saori Yoshida","8/18/2016","Individual"
"Wrestling",51,"Freestyle",20,"Women's Bantamweight-53 kg",911,"8/18/2016","Bronze",3,224,"Sweden","SWE","null","Sofia Mattsson","8/18/2016","Individual"
"Wrestling",51,"Freestyle",20,"Women's Bantamweight-53 kg",911,"8/18/2016","Bronze",3,35,"Azerbaijan","AZE","null","Nataliya Synyshyn","8/18/2016","Individual"
"Aquatics",16,"Diving",13,"Women's 10 metre platform",172,"8/18/2016","Gold",1,63,"China","CHN","null","Ren Qian","8/18/2016","Individual"
"Aquatics",16,"Diving",13,"Women's 10 metre platform",172,"8/18/2016","Silver",2,63,"China","CHN","null","Si Yajie","8/18/2016","Individual"
"Aquatics",16,"Diving",13,"Women's 10 metre platform",172,"8/18/2016","Bronze",3,12,"Canada","CAN","null","Meaghan Benfeito","8/18/2016","Individual"
"Sailing",41,"Sailing",38,"Women's 49erFX",646,"8/18/2016","Gold",1,48,"Brazil","BRA","null","Martine Grael / Kahena Kunze","8/18/2016","Team"
"Sailing",41,"Sailing",38,"Women's 49erFX",646,"8/18/2016","Silver",2,5,"New Zealand","NZL","null","Molly Meech / Alex Maloney","8/18/2016","Team"
"Sailing",41,"Sailing",38,"Women's 49erFX",646,"8/18/2016","Bronze",3,76,"Denmark","DEN","null","Katja Steen Salskov Iversen / Jena Hansen","8/18/2016","Team"
"Boxing",22,"Boxing",10,"Men's Light Heavyweight-81 kg",692,"8/18/2016","Gold",1,73,"Cuba","CUB","null","Julio Cesar La Cruz","8/18/2016","Individual"
"Boxing",22,"Boxing",10,"Men's Light Heavyweight-81 kg",692,"8/18/2016","Silver",2,130,"Kazakhstan","KAZ","null","Adilbek Niyazymbetov","8/18/2016","Individual"
"Boxing",22,"Boxing",10,"Men's Light Heavyweight-81 kg",692,"8/18/2016","Bronze",3,274,"Great Britain","GBR","null","Joshua Buatsi","8/18/2016","Individual"
"Boxing",22,"Boxing",10,"Men's Light Heavyweight-81 kg",692,"8/18/2016","Bronze",3,93,"France","FRA","null","Mathieu Bauderlique","8/18/2016","Individual"
"Sailing",41,"Sailing",38,"Men's 49er",299,"8/18/2016","Gold",1,5,"New Zealand","NZL","null","Peter Burling / Blair Tuke","8/18/2016","Team"
"Sailing",41,"Sailing",38,"Men's 49er",299,"8/18/2016","Silver",2,1,"Australia","AUS","null","Nathan Outteridge / Iain Jensen","8/18/2016","Team"
"Sailing",41,"Sailing",38,"Men's 49er",299,"8/18/2016","Bronze",3,102,"Germany","GER","null","Erik Heil / Thomas Plossel","8/18/2016","Team"
"Sailing",41,"Sailing",38,"Men's 470",305,"8/18/2016","Gold",1,72,"Croatia","CRO","null","Sime Fantela / Igor Marenic","8/18/2016","Team"
"Sailing",41,"Sailing",38,"Men's 470",305,"8/18/2016","Silver",2,1,"Australia","AUS","null","Will Ryan / Mathew Belcher","8/18/2016","Team"
"Sailing",41,"Sailing",38,"Men's 470",305,"8/18/2016","Bronze",3,105,"Greece","GRE","null","Panagiotis Mantis / Pavlos Kagialis","8/18/2016","Team"
"Badminton",6,"Badminton",4,"Women's doubles",138,"8/18/2016","Gold",1,128,"Japan","JPN","null","Ayaka Takahashi / Misaki Matsutomo","8/18/2016","Team"
"Badminton",6,"Badminton",4,"Women's doubles",138,"8/18/2016","Silver",2,76,"Denmark","DEN","null","Kamilla Rytter Juhl / Christinna Pedersen","8/18/2016","Team"
"Badminton",6,"Badminton",4,"Women's doubles",138,"8/18/2016","Bronze",3,281,"Republic of Korea","KOR","null","Jung Kyung-eun / Shin Seung-chan","8/18/2016","Team"
"Triathlon",46,"Triathlon",50,"Men's individual",547,"8/18/2016","Gold",1,274,"Great Britain","GBR","null","Alistair Brownlee","8/18/2016","Individual"
"Triathlon",46,"Triathlon",50,"Men's individual",547,"8/18/2016","Silver",2,274,"Great Britain","GBR","null","Jonny Brownlee","8/18/2016","Individual"
"Triathlon",46,"Triathlon",50,"Men's individual",547,"8/18/2016","Bronze",3,7,"South Africa","RSA","null","Henri Schoeman","8/18/2016","Individual"
"Athletics",18,"Athletics",3,"Men's 400 metres hurdles",63,"8/18/2016","Gold",1,20,"United States","USA","null","Kerron Clement","8/18/2016","Individual"
"Athletics",18,"Athletics",3,"Men's 400 metres hurdles",63,"8/18/2016","Silver",2,14,"Kenya","KEN","null","Boniface Mucheru","8/18/2016","Individual"
"Athletics",18,"Athletics",3,"Men's 400 metres hurdles",63,"8/18/2016","Bronze",3,236,"Turkey","TUR","null","Yasmani Copello","8/18/2016","Individual"
"Canoeing and kayaking",23,"Sprint",42,"Women's K-1 500 m",438,"8/18/2016","Gold",1,119,"Hungary","HUN","null","Danuta Kozák","8/18/2016","Individual"
"Canoeing and kayaking",23,"Sprint",42,"Women's K-1 500 m",438,"8/18/2016","Silver",2,76,"Denmark","DEN","null","Emma Jørgensen","8/18/2016","Individual"
"Canoeing and kayaking",23,"Sprint",42,"Women's K-1 500 m",438,"8/18/2016","Bronze",3,5,"New Zealand","NZL","null","Lisa Carrington","8/18/2016","Individual"
"Canoeing and kayaking",23,"Sprint",42,"Men's K-2 200 m",423,"8/18/2016","Gold",1,216,"Spain","ESP","null","Saul Craviotto Rivero/Cristian Toro Carballo","8/18/2016","Team"
"Canoeing and kayaking",23,"Sprint",42,"Men's K-2 200 m",423,"8/18/2016","Silver",2,274,"Great Britain","GBR","null","Liam Heath/Jon Schofield","8/18/2016","Team"
"Canoeing and kayaking",23,"Sprint",42,"Men's K-2 200 m",423,"8/18/2016","Bronze",3,143,"Lithuania","LTU","null","Edvinas Ramanauskas/Aurimas Lankas","8/18/2016","Team"
"Canoeing and kayaking",23,"Sprint",42,"Men's C-1 200 m",418,"8/18/2016","Gold",1,241,"Ukraine","UKR","null","Yuriy Cheban","8/18/2016","Individual"
"Canoeing and kayaking",23,"Sprint",42,"Men's C-1 200 m",418,"8/18/2016","Silver",2,35,"Azerbaijan","AZE","null","Valentin Demyanenko","8/18/2016","Individual"
"Canoeing and kayaking",23,"Sprint",42,"Men's C-1 200 m",418,"8/18/2016","Bronze",3,48,"Brazil","BRA","null","Isaquias Queiroz dos Santos","8/18/2016","Individual"
"Canoeing and kayaking",23,"Sprint",42,"Men's K-2 1000 m",424,"8/18/2016","Gold",1,102,"Germany","GER","null","Max Rendschmidt/Marcus Gross","8/18/2016","Team"
"Canoeing and kayaking",23,"Sprint",42,"Men's K-2 1000 m",424,"8/18/2016","Silver",2,207,"Serbia","SRB","null","Marko Tomicevic/Milenko Zoric","8/18/2016","Team"
"Canoeing and kayaking",23,"Sprint",42,"Men's K-2 1000 m",424,"8/18/2016","Bronze",3,1,"Australia","AUS","null","Ken Wallace/Lachlan Tame","8/18/2016","Team"
"Volleyball",48,"Beach volleyball",8,"Women's Beach volleyball",145,"8/17/2016","Gold",1,102,"Germany","GER","null","Laura Ludwig / Kira Walkenhorst","8/17/2016","Team"
"Volleyball",48,"Beach volleyball",8,"Women's Beach volleyball",145,"8/17/2016","Silver",2,48,"Brazil","BRA","null","Agatha Bednarczuk / Barbara Seixas","8/17/2016","Team"
"Volleyball",48,"Beach volleyball",8,"Women's Beach volleyball",145,"8/17/2016","Bronze",3,20,"United States","USA","null","Kerri Walsh Jennings / April Ross","8/17/2016","Team"
"Athletics",18,"Athletics",3,"Women's 100 metres hurdles",116,"8/17/2016","Gold",1,20,"United States","USA","null","Brianna Rollins","8/17/2016","Individual"
"Athletics",18,"Athletics",3,"Women's 100 metres hurdles",116,"8/17/2016","Silver",2,20,"United States","USA","null","Nia Ali","8/17/2016","Individual"
"Athletics",18,"Athletics",3,"Women's 100 metres hurdles",116,"8/17/2016","Bronze",3,20,"United States","USA","null","Kristi Castlin","8/17/2016","Individual"
"Athletics",18,"Athletics",3,"Women's 200 metres",109,"8/17/2016","Gold",1,127,"Jamaica","JAM","null","Elaine Thompson","8/17/2016","Individual"
"Athletics",18,"Athletics",3,"Women's 200 metres",109,"8/17/2016","Silver",2,15,"Netherlands","NED","null","Dafne Schippers","8/17/2016","Individual"
"Athletics",18,"Athletics",3,"Women's 200 metres",109,"8/17/2016","Bronze",3,20,"United States","USA","null","Tori Bowie","8/17/2016","Individual"
"Athletics",18,"Athletics",3,"Women's Long jump",124,"8/17/2016","Gold",1,20,"United States","USA","null","Tianna Bartoletta","8/17/2016","Individual"
"Athletics",18,"Athletics",3,"Women's Long jump",124,"8/17/2016","Silver",2,20,"United States","USA","null","Brittney Reese","8/17/2016","Individual"
"Athletics",18,"Athletics",3,"Women's Long jump",124,"8/17/2016","Bronze",3,207,"Serbia","SRB","null","Ivana Spanovic","8/17/2016","Individual"
"Taekwondo",45,"Taekwondo",46,"Men's Flyweight",495,"8/17/2016","Gold",1,63,"China","CHN","null","Shuai Zhao","8/17/2016","Individual"
"Taekwondo",45,"Taekwondo",46,"Men's Flyweight",495,"8/17/2016","Silver",2,230,"Thailand","THA","null","Tawin Hanprab","8/17/2016","Individual"
"Taekwondo",45,"Taekwondo",46,"Men's Flyweight",495,"8/17/2016","Bronze",3,281,"Republic of Korea","KOR","null","Kim Tae-hun","8/17/2016","Individual"
"Taekwondo",45,"Taekwondo",46,"Men's Flyweight",495,"8/17/2016","Bronze",3,80,"Dominican Republic","DOM","null","Luisito Pie","8/17/2016","Individual"
"Table tennis",44,"Table tennis",45,"Men's team",491,"8/17/2016","Gold",1,63,"China","CHN","null","null","8/17/2016","Team"
"Table tennis",44,"Table tennis",45,"Men's team",491,"8/17/2016","Silver",2,128,"Japan","JPN","null","null","8/17/2016","Team"
"Table tennis",44,"Table tennis",45,"Men's team",491,"8/17/2016","Bronze",3,102,"Germany","GER","null","null","8/17/2016","Team"
"Taekwondo",45,"Taekwondo",46,"Women's Flyweight",499,"8/17/2016","Gold",1,281,"Republic of Korea","KOR","null","Kim Sohui","8/17/2016","Individual"
"Taekwondo",45,"Taekwondo",46,"Women's Flyweight",499,"8/17/2016","Silver",2,207,"Serbia","SRB","null","Tijana Bogdanovic","8/17/2016","Individual"
"Taekwondo",45,"Taekwondo",46,"Women's Flyweight",499,"8/17/2016","Bronze",3,230,"Thailand","THA","null","Panipak Wongpattanakit","8/17/2016","Individual"
"Taekwondo",45,"Taekwondo",46,"Women's Flyweight",499,"8/17/2016","Bronze",3,35,"Azerbaijan","AZE","null","Patimat Abakarova","8/17/2016","Individual"
"Wrestling",51,"Freestyle",20,"Women's Middleweight-69 kg",914,"8/17/2016","Gold",1,128,"Japan","JPN","null","Sara Dosho","8/17/2016","Individual"
"Wrestling",51,"Freestyle",20,"Women's Middleweight-69 kg",914,"8/17/2016","Silver",2,278,"Russia","RUS","null","Natalia Vorobieva","8/17/2016","Individual"
"Wrestling",51,"Freestyle",20,"Women's Middleweight-69 kg",914,"8/17/2016","Bronze",3,224,"Sweden","SWE","null","Jenny Fransson","8/17/2016","Individual"
"Wrestling",51,"Freestyle",20,"Women's Middleweight-69 kg",914,"8/17/2016","Bronze",3,130,"Kazakhstan","KAZ","null","Elmira Syzdykova","8/17/2016","Individual"
"Wrestling",51,"Freestyle",20,"Women's Lightweight-58 kg",912,"8/17/2016","Gold",1,128,"Japan","JPN","null","Kaori Icho","8/17/2016","Individual"
"Wrestling",51,"Freestyle",20,"Women's Lightweight-58 kg",912,"8/17/2016","Silver",2,278,"Russia","RUS","null","Valeria Koblova","8/17/2016","Individual"
"Wrestling",51,"Freestyle",20,"Women's Lightweight-58 kg",912,"8/17/2016","Bronze",3,4,"India","IND","null","Sakshi Malik","8/17/2016","Individual"
"Wrestling",51,"Freestyle",20,"Women's Lightweight-58 kg",912,"8/17/2016","Bronze",3,235,"Tunisia","TUN","null","Marwa Amri","8/17/2016","Individual"
"Athletics",18,"Athletics",3,"Men's 3000 metres steeplechase",64,"8/17/2016","Gold",1,14,"Kenya","KEN","null","Conseslus Kipruto","8/17/2016","Individual"
"Athletics",18,"Athletics",3,"Men's 3000 metres steeplechase",64,"8/17/2016","Silver",2,20,"United States","USA","null","Evan Jager","8/17/2016","Individual"
"Athletics",18,"Athletics",3,"Men's 3000 metres steeplechase",64,"8/17/2016","Bronze",3,93,"France","FRA","null","Mahiedine Mekhissi","8/17/2016","Individual"
"Wrestling",51,"Freestyle",20,"Women's Flyweight-48 kg",910,"8/17/2016","Gold",1,128,"Japan","JPN","null","Eri Tosaka","8/17/2016","Individual"
"Wrestling",51,"Freestyle",20,"Women's Flyweight-48 kg",910,"8/17/2016","Silver",2,35,"Azerbaijan","AZE","null","Mariya Stadnik","8/17/2016","Individual"
"Wrestling",51,"Freestyle",20,"Women's Flyweight-48 kg",910,"8/17/2016","Bronze",3,52,"Bulgaria","BUL","null","Elitsa Yankova","8/17/2016","Individual"
"Wrestling",51,"Freestyle",20,"Women's Flyweight-48 kg",910,"8/17/2016","Bronze",3,63,"China","CHN","null","Sun Yanan","8/17/2016","Individual"
"Boxing",22,"Boxing",10,"Men's Welterweight-69 kg",729,"8/17/2016","Gold",1,130,"Kazakhstan","KAZ","null","Daniyar Yeleussinov","8/17/2016","Individual"
"Boxing",22,"Boxing",10,"Men's Welterweight-69 kg",729,"8/17/2016","Silver",2,246,"Uzbekistan","UZB","null","Shakhram Giyasov","8/17/2016","Individual"
"Boxing",22,"Boxing",10,"Men's Welterweight-69 kg",729,"8/17/2016","Bronze",3,93,"France","FRA","null","Souleymane Cissokho","8/17/2016","Individual"
"Boxing",22,"Boxing",10,"Men's Welterweight-69 kg",729,"8/17/2016","Bronze",3,166,"Morocco","MAR","null","Mohammed Rabii","8/17/2016","Individual"
"Badminton",6,"Badminton",4,"Mixed doubles",139,"8/17/2016","Gold",1,121,"Indonesia","INA","null","Liliyana Natsir/Tontowi Ahmad","8/17/2016","Team"
"Badminton",6,"Badminton",4,"Mixed doubles",139,"8/17/2016","Silver",2,149,"Malaysia","MAS","null","Goh Liu Ying/Chan Peng Soon","8/17/2016","Team"
"Badminton",6,"Badminton",4,"Mixed doubles",139,"8/17/2016","Bronze",3,63,"China","CHN","null","Nan Zhang/Yunlei Zhao","8/17/2016","Team"
"Equestrian",26,"Jumping",27,"Team jumping",257,"8/17/2016","Gold",1,93,"France","FRA","null","null","8/17/2016","Team"
"Equestrian",26,"Jumping",27,"Team jumping",257,"8/17/2016","Silver",2,20,"United States","USA","null","null","8/17/2016","Team"
"Equestrian",26,"Jumping",27,"Team jumping",257,"8/17/2016","Bronze",3,102,"Germany","GER","null","null","8/17/2016","Team"
"Athletics",18,"Athletics",3,"Men's 110 metres hurdles",62,"8/16/2016","Gold",1,127,"Jamaica","JAM","null","Omar McLeod","8/16/2016","Individual"
