AC_NO,party_name,ST_CD,O.S.N.,NAME,EVM Votes,Postal Votes,VOTES,vote_percent,ST_NAME,AC_NAME,Migrant Votes,polled_votes,#,Vote %,Deposit Threshold,color_code,YEAR,PARTY,a_constituency,Category,District,p_constituency,Region
73,Independent,S01,9,KRISHNA NAGARAJU KOLLIPARA,161,1,162,0.09,Andhra Pradesh,Kaikalur,0,171772,11,0.094311064,0,#CEB58C,2019,IND,Kaikalur,GEN,Eluru,Eluru,Coastal Andhra
73,Independent,S01,10,BHUPATHIRAJU RAMESH KUMAR RAJU,82,0,82,0.05,Andhra Pradesh,Kaikalur,0,171772,15,0.047737699,0,#CEB58C,2019,IND,Kaikalur,GEN,Eluru,Eluru,Coastal Andhra
73,Independent,S01,11,SONTI KUMARA SWAMY,192,1,193,0.11,Andhra Pradesh,Kaikalur,0,171772,8,0.1123582423212165,0,#CEB58C,2019,IND,Kaikalur,GEN,Eluru,Eluru,Coastal Andhra
73,Independent,S01,12,GONTHUPULUGU SATISH KUMAR,117,0,117,0.07,Andhra Pradesh,Kaikalur,0,171772,14,0.068113546,0,#CEB58C,2019,IND,Kaikalur,GEN,Eluru,Eluru,Coastal Andhra
73,Independent,S01,13,BUSANABOINA SITA ANNAPURNA,184,0,184,0.11,Andhra Pradesh,Kaikalur,0,171772,9,0.1071187387932841,0,#CEB58C,2019,IND,Kaikalur,GEN,Eluru,Eluru,Coastal Andhra
73,Independent,S01,14,VEERABATTINA SUVARNA RAJU,255,0,255,0.15,Andhra Pradesh,Kaikalur,0,171772,7,0.1484525999580839,0,#CEB58C,2019,IND,Kaikalur,GEN,Eluru,Eluru,Coastal Andhra
73,None of the Above,S01,15,NOTA,1526,3,1529,0.89,Andhra Pradesh,Kaikalur,0,171772,5,0.8901334326898446,0,#DDD1CA,2019,NOTA,Kaikalur,GEN,Eluru,Eluru,Coastal Andhra
74,Telugu Desam,S01,1,KAGITHA KRISHNA PRASAD,53898,183,54081,37.08,Andhra Pradesh,Pedana,0,145848,2,37.08038505841698,1,#AB9005,2019,TDP,Pedana,GEN,Krishna,Machilipatnam,Coastal Andhra
74,Yuvajana Sramika Rythu Congress Party,S01,2,JOGI RAMESH,61603,317,61920,42.46,Andhra Pradesh,Pedana,0,145848,1,42.45515879545829,1,#08406F,2019,YSRCP,Pedana,GEN,Krishna,Machilipatnam,Coastal Andhra
74,Indian National Congress,S01,3,VENKATA RAJU SATTINENI,1180,0,1180,0.81,Andhra Pradesh,Pedana,0,145848,5,0.8090614886731391,0,#3498DB,2019,INC,Pedana,GEN,Krishna,Machilipatnam,Coastal Andhra
74,Bharatiya Janata Party,S01,4,SODESETTI BALAJI RAO,696,3,699,0.48,Andhra Pradesh,Pedana,0,145848,6,0.4792660852394274,0,#00A951,2019,BJP,Pedana,GEN,Krishna,Machilipatnam,Coastal Andhra
74,Janasena Party,S01,5,ANKEM LAKSHMI SRINIVAS,25636,97,25733,17.64,Andhra Pradesh,Pedana,0,145848,3,17.643711261038888,1,#D22215,2019,JP,Pedana,GEN,Krishna,Machilipatnam,Coastal Andhra
74,India Praja Bandhu Party,S01,6,CHINTA NAGA RAJU,338,0,338,0.23,Andhra Pradesh,Pedana,0,145848,7,0.2317481213317975,0,#004274,2019,IPBP,Pedana,GEN,Krishna,Machilipatnam,Coastal Andhra
74,Pyramid Party of India,S01,7,PUPPALA VENKATA SWAMY,161,1,162,0.11,Andhra Pradesh,Pedana,0,145848,9,0.1110745433602106,0,#004274,2019,PPI,Pedana,GEN,Krishna,Machilipatnam,Coastal Andhra
74,All India Praja Party,S01,8,MUTYALA VENKATA SWAMI,110,1,111,0.08,Andhra Pradesh,Pedana,0,145848,10,0.076106632,0,#004274,2019,Others,Pedana,GEN,Krishna,Machilipatnam,Coastal Andhra
74,Independent,S01,9,MURTY RAJU KOSANAM,217,0,217,0.15,Andhra Pradesh,Pedana,0,145848,8,0.1487850364763315,0,#CEB58C,2019,IND,Pedana,GEN,Krishna,Machilipatnam,Coastal Andhra
74,None of the Above,S01,10,NOTA,1403,4,1407,0.96,Andhra Pradesh,Pedana,0,145848,4,0.9647029784433108,0,#DDD1CA,2019,NOTA,Pedana,GEN,Krishna,Machilipatnam,Coastal Andhra
75,Telugu Desam,S01,1,KOLLU RAVINDRA,59770,520,60290,40.44,Andhra Pradesh,Machilipatnam,0,149102,2,40.43540663438451,1,#AB9005,2019,TDP,Machilipatnam,GEN,Krishna,Machilipatnam,Coastal Andhra
75,Bharatiya Janata Party,S01,2,PANTAM VENKATA GAJENDRA RAO,776,13,789,0.53,Andhra Pradesh,Machilipatnam,0,149102,6,0.5291679521401457,0,#00A951,2019,BJP,Machilipatnam,GEN,Krishna,Machilipatnam,Coastal Andhra
75,Yuvajana Sramika Rythu Congress Party,S01,3,PERNI VENKATARAMAIAH (NANI),65008,1133,66141,44.36,Andhra Pradesh,Machilipatnam,0,149102,1,44.35956593472925,1,#08406F,2019,YSRCP,Machilipatnam,GEN,Krishna,Machilipatnam,Coastal Andhra
75,Indian National Congress,S01,4,MAHAMMAD DADA SAHEB,1217,2,1219,0.82,Andhra Pradesh,Machilipatnam,0,149102,5,0.8175611326474495,0,#3498DB,2019,INC,Machilipatnam,GEN,Krishna,Machilipatnam,Coastal Andhra
75,Praja Shanthi Party,S01,5,PENTA VEERA VENKATA NAGA MURALIDHAR,208,3,211,0.14,Andhra Pradesh,Machilipatnam,0,149102,7,0.1415138629931188,0,#004274,2019,PRSP,Machilipatnam,GEN,Krishna,Machilipatnam,Coastal Andhra
75,Janasena Party,S01,6,BANDI RAMA KRISHNA,18615,192,18807,12.61,Andhra Pradesh,Machilipatnam,0,149102,3,12.613512897211304,0,#D22215,2019,JP,Machilipatnam,GEN,Krishna,Machilipatnam,Coastal Andhra
75,Pyramid Party of India,S01,7,VADAPALLI RAGHUNADH,184,0,184,0.12,Andhra Pradesh,Machilipatnam,0,149102,9,0.1234054539845206,0,#004274,2019,PPI,Machilipatnam,GEN,Krishna,Machilipatnam,Coastal Andhra
75,Independent,S01,8,VADLAMUDI SESHA SAI DURGA RAO,202,1,203,0.14,Andhra Pradesh,Machilipatnam,0,149102,8,0.1361484084720526,0,#CEB58C,2019,IND,Machilipatnam,GEN,Krishna,Machilipatnam,Coastal Andhra
75,None of the Above,S01,9,NOTA,1251,7,1258,0.84,Andhra Pradesh,Machilipatnam,0,149102,4,0.8437177234376467,0,#DDD1CA,2019,NOTA,Machilipatnam,GEN,Krishna,Machilipatnam,Coastal Andhra
76,Indian National Congress,S01,1,ANDE SRIRAMA MURTHY,2294,0,2294,1.24,Andhra Pradesh,Avanigadda,0,184397,5,1.2440549466639912,0,#3498DB,2019,INC,Avanigadda,GEN,Krishna,Machilipatnam,Coastal Andhra
76,Bharatiya Janata Party,S01,2,G.V. NagaRayalu,621,10,631,0.34,Andhra Pradesh,Avanigadda,0,184397,7,0.3421964565584038,0,#00A951,2019,BJP,Avanigadda,GEN,Krishna,Machilipatnam,Coastal Andhra
76,Telugu Desam,S01,3,BUDDHAPRASAD MANDALI,57305,417,57722,31.3,Andhra Pradesh,Avanigadda,0,184397,2,31.303112306599346,1,#AB9005,2019,TDP,Avanigadda,GEN,Krishna,Machilipatnam,Coastal Andhra
76,Yuvajana Sramika Rythu Congress Party,S01,4,RAMESH BABU SIMHADRI,77636,811,78447,42.54,Andhra Pradesh,Avanigadda,0,184397,1,42.54244917216658,1,#08406F,2019,YSRCP,Avanigadda,GEN,Krishna,Machilipatnam,Coastal Andhra
76,All India Forward Bloc,S01,5,KANTAMNENI RAVI SHANKAR,13520,41,13561,7.35,Andhra Pradesh,Avanigadda,0,184397,4,7.354241121059453,0,#004274,2019,AIFB,Avanigadda,GEN,Krishna,Machilipatnam,Coastal Andhra
76,Praja Satta Party,S01,6,GUDIVAKA. SRIMANNARAYANA,367,0,367,0.2,Andhra Pradesh,Avanigadda,0,184397,8,0.1990270991393569,0,#004274,2019,Others,Avanigadda,GEN,Krishna,Machilipatnam,Coastal Andhra
76,India Praja Bandhu Party,S01,7,PARASA. NAGAMALLESWARARAO,254,0,254,0.14,Andhra Pradesh,Avanigadda,0,184397,9,0.1377462756986285,0,#004274,2019,IPBP,Avanigadda,GEN,Krishna,Machilipatnam,Coastal Andhra
76,Janasena Party,S01,8,Muttamsetty Krishna Rao,28159,397,28556,15.49,Andhra Pradesh,Avanigadda,0,184397,3,15.48615216082691,0,#D22215,2019,JP,Avanigadda,GEN,Krishna,Machilipatnam,Coastal Andhra
76,Pyramid Party of India,S01,9,VENKATA NANCHARAIAH MUNGARA,173,0,173,0.09,Andhra Pradesh,Avanigadda,0,184397,12,0.093819314,0,#004274,2019,PPI,Avanigadda,GEN,Krishna,Machilipatnam,Coastal Andhra
76,Independent,S01,10,Anand Kumar. Ventrapragada,224,3,227,0.12,Andhra Pradesh,Avanigadda,0,184397,11,0.1231039550534986,0,#CEB58C,2019,IND,Avanigadda,GEN,Krishna,Machilipatnam,Coastal Andhra
76,Independent,S01,11,Kodali Suneela,138,0,138,0.07,Andhra Pradesh,Avanigadda,0,184397,13,0.074838528,0,#CEB58C,2019,IND,Avanigadda,GEN,Krishna,Machilipatnam,Coastal Andhra
76,Independent,S01,12,Raghavendrarao. Simhadri.,248,0,248,0.13,Andhra Pradesh,Avanigadda,0,184397,10,0.1344924266663774,0,#CEB58C,2019,IND,Avanigadda,GEN,Krishna,Machilipatnam,Coastal Andhra
76,None of the Above,S01,13,NOTA,1776,3,1779,0.96,Andhra Pradesh,Avanigadda,0,184397,6,0.9647662380624412,0,#DDD1CA,2019,NOTA,Avanigadda,GEN,Krishna,Machilipatnam,Coastal Andhra
77,Yuvajana Sramika Rythu Congress Party,S01,1,Anil Kumar Kaile,87910,637,88547,56.15,Andhra Pradesh,Pamarru,0,157691,1,56.15222175013158,1,#08406F,2019,YSRCP,Pamarru,SC,Krishna,Machilipatnam,Coastal Andhra
77,Telugu Desam,S01,2,Kalpana Uppuleti,57493,181,57674,36.57,Andhra Pradesh,Pamarru,0,157691,2,36.57405939463888,1,#AB9005,2019,TDP,Pamarru,SC,Krishna,Machilipatnam,Coastal Andhra
77,Bahujan Samaj Party,S01,3,Medepalli Jhansi Rani,5560,14,5574,3.53,Andhra Pradesh,Pamarru,0,157691,3,3.5347610199694337,0,#22409A,2019,BSP,Pamarru,SC,Krishna,Machilipatnam,Coastal Andhra
77,Indian National Congress,S01,4,Movva Mohana Rao,1785,3,1788,1.13,Andhra Pradesh,Pamarru,0,157691,5,1.133863061303435,0,#3498DB,2019,INC,Pamarru,SC,Krishna,Machilipatnam,Coastal Andhra
77,Bharatiya Janata Party,S01,5,Valaparla Venkateswara Rao,609,1,610,0.39,Andhra Pradesh,Pamarru,0,157691,6,0.3868324761717536,0,#00A951,2019,BJP,Pamarru,SC,Krishna,Machilipatnam,Coastal Andhra
77,All India Praja Party,S01,6,Kolluri Benarji,165,0,165,0.1,Andhra Pradesh,Pamarru,0,157691,11,0.1046350140464579,0,#004274,2019,Others,Pamarru,SC,Krishna,Machilipatnam,Coastal Andhra
77,Pyramid Party of India,S01,7,Badugu Kranthi Kumar,141,0,141,0.09,Andhra Pradesh,Pamarru,0,157691,13,0.089415376,0,#004274,2019,PPI,Pamarru,SC,Krishna,Machilipatnam,Coastal Andhra
77,Republican Party of India,S01,8,Rebba Chandra Rao,219,1,220,0.14,Andhra Pradesh,Pamarru,0,157691,9,0.1395133520619439,0,#004274,2019,RPI,Pamarru,SC,Krishna,Machilipatnam,Coastal Andhra
77,Independent,S01,9,Arise Krishna Prasad,160,0,160,0.1,Andhra Pradesh,Pamarru,0,157691,12,0.1014642560450501,0,#CEB58C,2019,IND,Pamarru,SC,Krishna,Machilipatnam,Coastal Andhra
77,Independent,S01,10,Gandrapu Ashok Babu,417,0,417,0.26,Andhra Pradesh,Pamarru,0,157691,7,0.2644412173174119,0,#CEB58C,2019,IND,Pamarru,SC,Krishna,Machilipatnam,Coastal Andhra
77,Independent,S01,11,Doppalapudi Ajay Babu,212,0,212,0.13,Andhra Pradesh,Pamarru,0,157691,10,0.1344401392596914,0,#CEB58C,2019,IND,Pamarru,SC,Krishna,Machilipatnam,Coastal Andhra
77,Independent,S01,12,Mangam Raja Manohar,249,0,249,0.16,Andhra Pradesh,Pamarru,0,157691,8,0.1579037484701092,0,#CEB58C,2019,IND,Pamarru,SC,Krishna,Machilipatnam,Coastal Andhra
77,None of the Above,S01,13,NOTA,1929,5,1934,1.23,Andhra Pradesh,Pamarru,0,157691,4,1.2264491949445435,0,#DDD1CA,2019,NOTA,Pamarru,SC,Krishna,Machilipatnam,Coastal Andhra
78,Bahujan Samaj Party,S01,1,LANKA KARUNAKAR DAS,15325,63,15388,7.19,Andhra Pradesh,Penamaluru,0,213929,3,7.193040681721506,0,#22409A,2019,BSP,Penamaluru,GEN,Krishna,Machilipatnam,Coastal Andhra
78,Yuvajana Sramika Rythu Congress Party,S01,2,KOLUSU PARTHA SARATHY,100597,888,101485,47.44,Andhra Pradesh,Penamaluru,0,213929,1,47.43863618303269,1,#08406F,2019,YSRCP,Penamaluru,GEN,Krishna,Machilipatnam,Coastal Andhra
78,Bharatiya Janata Party,S01,3,GOPISETTY DURGA PRASAD,1524,10,1534,0.72,Andhra Pradesh,Penamaluru,0,213929,6,0.717060333,0,#00A951,2019,BJP,Penamaluru,GEN,Krishna,Machilipatnam,Coastal Andhra
78,Telugu Desam,S01,4,Bode Prasad,89580,588,90168,42.15,Andhra Pradesh,Penamaluru,0,213929,2,42.14856330838736,1,#AB9005,2019,TDP,Penamaluru,GEN,Krishna,Machilipatnam,Coastal Andhra
78,Indian National Congress,S01,5,LAM THANTIYA KUMARI,2172,4,2176,1.02,Andhra Pradesh,Penamaluru,0,213929,4,1.017159898844944,0,#3498DB,2019,INC,Penamaluru,GEN,Krishna,Machilipatnam,Coastal Andhra
78,All India Jaihind Party,S01,6,AMBATI SIVANAGA MALLESWARA RAO,232,0,232,0.11,Andhra Pradesh,Penamaluru,0,213929,10,0.1084471950974388,0,#004274,2019,Others,Penamaluru,GEN,Krishna,Machilipatnam,Coastal Andhra
78,National Dalitha Dhal Party,S01,7,KOKKIRIGADDA SYAM BABU,152,0,152,0.07,Andhra Pradesh,Penamaluru,0,213929,12,0.071051611,0,#004274,2019,Others,Penamaluru,GEN,Krishna,Machilipatnam,Coastal Andhra
78,Republican Party of India,S01,8,KONA VIJAYA BABU,319,1,320,0.15,Andhra Pradesh,Penamaluru,0,213929,7,0.1495823380654329,0,#004274,2019,RPI,Penamaluru,GEN,Krishna,Machilipatnam,Coastal Andhra
78,Praja Shanthi Party,S01,9,Vemuri Partha Saradhi,300,0,300,0.14,Andhra Pradesh,Penamaluru,0,213929,8,0.1402334419363433,0,#004274,2019,PRSP,Penamaluru,GEN,Krishna,Machilipatnam,Coastal Andhra
78,India Praja Bandhu Party,S01,10,POKALA RAJU,95,0,95,0.04,Andhra Pradesh,Penamaluru,0,213929,14,0.044407257,0,#004274,2019,IPBP,Penamaluru,GEN,Krishna,Machilipatnam,Coastal Andhra
78,Pyramid Party of India,S01,11,VALLURU SAMRAJYAM,157,1,158,0.07,Andhra Pradesh,Penamaluru,0,213929,11,0.073856279,0,#004274,2019,PPI,Penamaluru,GEN,Krishna,Machilipatnam,Coastal Andhra
78,Independent,S01,12,KOLUSU KAMALA LAKSHMI,109,0,109,0.05,Andhra Pradesh,Penamaluru,0,213929,13,0.050951484,0,#CEB58C,2019,IND,Penamaluru,GEN,Krishna,Machilipatnam,Coastal Andhra
78,Independent,S01,13,SIVA RAMA KRISHNA PRASAD PADAMATA,260,2,262,0.12,Andhra Pradesh,Penamaluru,0,213929,9,0.1224705392910732,0,#CEB58C,2019,IND,Penamaluru,GEN,Krishna,Machilipatnam,Coastal Andhra
78,None of the Above,S01,14,NOTA,1542,8,1550,0.72,Andhra Pradesh,Penamaluru,0,213929,5,0.7245394500044408,0,#DDD1CA,2019,NOTA,Penamaluru,GEN,Krishna,Machilipatnam,Coastal Andhra
79,Bharatiya Janata Party,S01,1,Piyush P.Desai,4195,11,4206,2.74,Andhra Pradesh,Vijaywada West,0,153623,5,2.737871282294969,0,#00A951,2019,BJP,Vijayawada West,GEN,NTR,Vijayawada,Coastal Andhra
79,Indian National Congress,S01,2,Matta Job Ratna Kumar,2259,2,2261,1.47,Andhra Pradesh,Vijaywada West,0,153623,6,1.471784823887048,0,#3498DB,2019,INC,Vijayawada West,GEN,NTR,Vijayawada,Coastal Andhra
79,Yuvajana Sramika Rythu Congress Party,S01,3,Velam Palli Srinivasa Rao,58126,309,58435,38.04,Andhra Pradesh,Vijaywada West,0,153623,1,38.03792400877472,1,#08406F,2019,YSRCP,Vijayawada West,GEN,NTR,Vijayawada,Coastal Andhra
79,Telugu Desam,S01,4,Shabana Musarat Khatoon,50670,94,50764,33.04,Andhra Pradesh,Vijaywada West,0,153623,2,33.04453109234945,1,#AB9005,2019,TDP,Vijayawada West,GEN,NTR,Vijayawada,Coastal Andhra
79,Navarang Congress Party,S01,5,Abdul Rawoof,169,0,169,0.11,Andhra Pradesh,Vijaywada West,0,153623,11,0.1100095688796599,0,#004274,2019,Others,Vijayawada West,GEN,NTR,Vijayawada,Coastal Andhra
79,Jana Jagruti Party,S01,6,Koppolu Vijaya Kumar,73,1,74,0.05,Andhra Pradesh,Vijaywada West,0,153623,20,0.04816987,0,#004274,2019,Others,Vijayawada West,GEN,NTR,Vijayawada,Coastal Andhra
79,Ambedkar National Congress,S01,7,KHIZRA BEGUM,75,0,75,0.05,Andhra Pradesh,Vijaywada West,0,153623,19,0.048820815,0,#004274,2019,ANC,Vijayawada West,GEN,NTR,Vijayawada,Coastal Andhra
79,India Praja Bandhu Party,S01,8,Gudavalli Mery Rani,80,0,80,0.05,Andhra Pradesh,Vijaywada West,0,153623,18,0.052075536,0,#004274,2019,IPBP,Vijayawada West,GEN,NTR,Vijayawada,Coastal Andhra
79,All India Forward Bloc,S01,9,Nagendla Deva Sahayam,71,1,72,0.05,Andhra Pradesh,Vijaywada West,0,153623,21,0.046867982,0,#004274,2019,AIFB,Vijayawada West,GEN,NTR,Vijayawada,Coastal Andhra
79,Pyramid Party of India,S01,10,PONDUGULA VENKATA REDDY,174,0,174,0.11,Andhra Pradesh,Vijaywada West,0,153623,10,0.1132642898524309,0,#004274,2019,PPI,Vijayawada West,GEN,NTR,Vijayawada,Coastal Andhra
79,Janasena Party,S01,11,POTHINA VENKATA MAHESH,22312,55,22367,14.56,Andhra Pradesh,Vijaywada West,0,153623,3,14.559668799593812,0,#D22215,2019,JP,Vijayawada West,GEN,NTR,Vijayawada,Coastal Andhra
79,Indian Union Muslim League,S01,12,SHAIK ABDUL KAREEM,108,1,109,0.07,Andhra Pradesh,Vijaywada West,0,153623,16,0.070952917,0,#014BC6,2019,IUML,Vijayawada West,GEN,NTR,Vijayawada,Coastal Andhra
79,Independent,S01,13,Arugolanu Abraham,103,0,103,0.07,Andhra Pradesh,Vijaywada West,0,153623,17,0.067047252,0,#CEB58C,2019,IND,Vijayawada West,GEN,NTR,Vijayawada,Coastal Andhra
79,Independent,S01,14,KORAADA VIJAYA KUMAR,12812,9,12821,8.35,Andhra Pradesh,Vijaywada West,0,153623,4,8.345755518,0,#CEB58C,2019,IND,Vijayawada West,GEN,NTR,Vijayawada,Coastal Andhra
79,Independent,S01,15,CHALUMURI PRABHAKARA RAO,71,0,71,0.05,Andhra Pradesh,Vijaywada West,0,153623,22,0.046217038,0,#CEB58C,2019,IND,Vijayawada West,GEN,NTR,Vijayawada,Coastal Andhra
79,Praja Shanthi Party,S01,16,TALLURU VENKATA KRISHNA RAO,207,0,207,0.13,Andhra Pradesh,Vijaywada West,0,153623,9,0.1347454482727196,0,#004274,2019,PRSP,Vijayawada West,GEN,NTR,Vijayawada,Coastal Andhra
79,Independent,S01,17,Prasanna (Darling),158,0,158,0.1,Andhra Pradesh,Vijaywada West,0,153623,13,0.1028491827395637,0,#CEB58C,2019,IND,Vijayawada West,GEN,NTR,Vijayawada,Coastal Andhra
79,Independent,S01,18,MOHAMMAD RAFEEQ UR RAHMAN,109,0,109,0.07,Andhra Pradesh,Vijaywada West,0,153623,16,0.070952917,0,#CEB58C,2019,IND,Vijayawada West,GEN,NTR,Vijayawada,Coastal Andhra
79,Independent,S01,19,Ratnavath Kishore Kumar,229,0,229,0.15,Andhra Pradesh,Vijaywada West,0,153623,8,0.149066221,0,#CEB58C,2019,IND,Vijayawada West,GEN,NTR,Vijayawada,Coastal Andhra
79,Independent,S01,20,Srinivas Konumu,167,0,167,0.11,Andhra Pradesh,Vijaywada West,0,153623,12,0.1087076804905515,0,#CEB58C,2019,IND,Vijayawada West,GEN,NTR,Vijayawada,Coastal Andhra
79,Independent,S01,21,SHAIK SHABASHI,137,0,137,0.09,Andhra Pradesh,Vijaywada West,0,153623,14,0.089179355,0,#CEB58C,2019,IND,Vijayawada West,GEN,NTR,Vijayawada,Coastal Andhra
79,Independent,S01,22,Saragada Venkateswara Reddy,59,0,59,0.04,Andhra Pradesh,Vijaywada West,0,153623,23,0.038405707,0,#CEB58C,2019,IND,Vijayawada West,GEN,NTR,Vijayawada,Coastal Andhra
79,None of the Above,S01,23,NOTA,769,7,776,0.51,Andhra Pradesh,Vijaywada West,0,153623,7,0.5051326949740599,0,#DDD1CA,2019,NOTA,Vijayawada West,GEN,NTR,Vijayawada,Coastal Andhra
80,Indian National Congress,S01,1,VALIBOYINA GURUNADHAM,2051,2,2053,1.15,Andhra Pradesh,Vijayawada central,0,178013,5,1.1532865577233125,0,#3498DB,2019,INC,Vijayawada Central,GEN,NTR,Vijayawada,Coastal Andhra
80,Communist Party of India  (Marxist),S01,2,CHIGURUPATI BABURAO,29239,94,29333,16.48,Andhra Pradesh,Vijayawada central,0,178013,3,16.47801003297512,0,#F27A67,2019,CPI(M),Vijayawada Central,GEN,NTR,Vijayawada,Coastal Andhra
80,Telugu Desam,S01,3,BONDA UMAMAHESWARA RAO,70552,144,70696,39.71,Andhra Pradesh,Vijayawada central,0,178013,2,39.71395347530798,1,#AB9005,2019,TDP,Vijayawada Central,GEN,NTR,Vijayawada,Coastal Andhra
80,Yuvajana Sramika Rythu Congress Party,S01,4,VISHNU VARDHAN MALLADI,70351,370,70721,39.73,Andhra Pradesh,Vijayawada central,0,178013,1,39.72799739,1,#08406F,2019,YSRCP,Vijayawada Central,GEN,NTR,Vijayawada,Coastal Andhra
80,Bharatiya Janata Party,S01,5,SREE SATYA MURTHY VAMARAJU,2553,14,2567,1.44,Andhra Pradesh,Vijayawada central,0,178013,4,1.4420295146983646,0,#00A951,2019,BJP,Vijayawada Central,GEN,NTR,Vijayawada,Coastal Andhra
80,Jana Jagruti Party,S01,6,KAMBHAMPATI NARASIMHAM,196,0,196,0.11,Andhra Pradesh,Vijayawada central,0,178013,8,0.1101043182239499,0,#004274,2019,Others,Vijayawada Central,GEN,NTR,Vijayawada,Coastal Andhra
80,Mundadugu Praja Party,S01,7,KOLLIPARA NAVIN KUMAR,100,0,100,0.06,Andhra Pradesh,Vijayawada central,0,178013,13,0.056175673,0,#004274,2019,MPP,Vijayawada Central,GEN,NTR,Vijayawada,Coastal Andhra
80,National Dalitha Dhal Party,S01,8,CHINTHALACHERUVU HEMALATHA,128,0,128,0.07,Andhra Pradesh,Vijayawada central,0,178013,11,0.071904861,0,#004274,2019,Others,Vijayawada Central,GEN,NTR,Vijayawada,Coastal Andhra
80,Pyramid Party of India,S01,9,DILLI KANAKA DURGA,131,0,131,0.07,Andhra Pradesh,Vijayawada central,0,178013,10,0.073590131,0,#004274,2019,PPI,Vijayawada Central,GEN,NTR,Vijayawada,Coastal Andhra
80,Jana Vaahini Party,S01,10,DASYAM SRINIVASA NAGESWARA VARA PRASAD BABU,77,0,77,0.04,Andhra Pradesh,Vijayawada central,0,178013,17,0.043255268,0,#004274,2019,Others,Vijayawada Central,GEN,NTR,Vijayawada,Coastal Andhra
80,Vidhyardhula Mahilala Raithula Mahasena Party,S01,11,ARZA VENKATA VIJAYA KRISHNA VYSHALI,71,0,71,0.04,Andhra Pradesh,Vijayawada central,0,178013,18,0.039884728,0,#004274,2019,Others,Vijayawada Central,GEN,NTR,Vijayawada,Coastal Andhra
80,Indian Union Muslim League,S01,12,SHAIK SADDAM HUSSAIN,95,0,95,0.05,Andhra Pradesh,Vijayawada central,0,178013,14,0.053366889,0,#014BC6,2019,IUML,Vijayawada Central,GEN,NTR,Vijayawada,Coastal Andhra
80,Independent,S01,13,GONDESI UMAMAHESWARA REDDY,88,0,88,0.05,Andhra Pradesh,Vijayawada central,0,178013,16,0.049434592,0,#CEB58C,2019,IND,Vijayawada Central,GEN,NTR,Vijayawada,Coastal Andhra
80,Independent,S01,14,PEDAPATI CHANDRA SEKHAR,190,1,191,0.11,Andhra Pradesh,Vijayawada central,0,178013,9,0.1072955345957879,0,#CEB58C,2019,IND,Vijayawada Central,GEN,NTR,Vijayawada,Coastal Andhra
80,Independent,S01,15,PEDDI SRINIVASA RAO,102,0,102,0.06,Andhra Pradesh,Vijayawada central,0,178013,12,0.057299186,0,#CEB58C,2019,IND,Vijayawada Central,GEN,NTR,Vijayawada,Coastal Andhra
80,Independent,S01,16,MALLADI VISHNU VARDHAN,353,2,355,0.2,Andhra Pradesh,Vijayawada central,0,178013,7,0.1994236375995011,0,#CEB58C,2019,IND,Vijayawada Central,GEN,NTR,Vijayawada,Coastal Andhra
80,Independent,S01,17,SUSARLA VENKATA PRASAD RAVI TEJA,93,0,93,0.05,Andhra Pradesh,Vijayawada central,0,178013,15,0.052243375,0,#CEB58C,2019,IND,Vijayawada Central,GEN,NTR,Vijayawada,Coastal Andhra
80,None of the Above,S01,18,NOTA,1012,4,1016,0.57,Andhra Pradesh,Vijayawada central,0,178013,6,0.570744833,0,#DDD1CA,2019,NOTA,Vijayawada Central,GEN,NTR,Vijayawada,Coastal Andhra
81,Telugu Desam,S01,1,Gadde Rama Mohan,82556,434,82990,44.4,Andhra Pradesh,Vijayawada East,0,186923,1,44.39796065759698,1,#AB9005,2019,TDP,Vijayawada East,GEN,NTR,Vijayawada,Coastal Andhra
81,Bharatiya Janata Party,S01,2,Narendra Vangaveeti,2089,13,2102,1.12,Andhra Pradesh,Vijayawada East,0,186923,4,1.1245272117395937,0,#00A951,2019,BJP,Vijayawada East,GEN,NTR,Vijayawada,Coastal Andhra
81,Indian National Congress,S01,3,Ponugupati Nancharayya,1876,5,1881,1.01,Andhra Pradesh,Vijayawada East,0,186923,5,1.0062967104101688,0,#3498DB,2019,INC,Vijayawada East,GEN,NTR,Vijayawada,Coastal Andhra
81,Yuvajana Sramika Rythu Congress Party,S01,4,Boppana Bhava Kumar,67156,670,67826,36.29,Andhra Pradesh,Vijayawada East,0,186923,2,36.28552933560878,1,#08406F,2019,YSRCP,Vijayawada East,GEN,NTR,Vijayawada,Coastal Andhra
81,Vidhyardhula Mahilala Raithula Mahasena Party,S01,5,Arza Dileep Chaitanya,218,0,218,0.12,Andhra Pradesh,Vijayawada East,0,186923,7,0.1166255623973507,0,#004274,2019,Others,Vijayawada East,GEN,NTR,Vijayawada,Coastal Andhra
81,Praja Shanthi Party,S01,6,Avinash Siddela,113,0,113,0.06,Andhra Pradesh,Vijayawada East,0,186923,10,0.0604527,0,#004274,2019,PRSP,Vijayawada East,GEN,NTR,Vijayawada,Coastal Andhra
81,Pyramid Party of India,S01,7,Chekuri Pavan Varma,111,0,111,0.06,Andhra Pradesh,Vijayawada East,0,186923,11,0.05938274,0,#004274,2019,PPI,Vijayawada East,GEN,NTR,Vijayawada,Coastal Andhra
